recent_quakes_7d,recent_quakes_30d,max_mag_7d,max_mag_30d,energy_index_30d,depth_avg_30d,dist_to_fault_km,seismic_zone,label,lat,lon,date
0,0,0.0,0.0,0.0,35.0,383.0,2,0,15.666,91.032,2014-06-27
0,0,0.0,0.0,0.0,35.0,146.0,3,0,22.799,82.922,2014-05-14
0,0,0.0,0.0,0.0,35.0,1180.3,2,0,8.191,67.833,2014-05-01
0,0,0.0,0.0,0.0,35.0,227.4,2,0,25.766,67.879,2012-07-06
0,0,0.0,0.0,0.0,35.0,82.9,3,0,27.88,78.97,2020-10-23
0,0,0.0,0.0,0.0,35.0,458.9,3,0,13.709,77.035,2021-03-11
0,0,0.0,0.0,0.0,35.0,107.9,3,0,16.87,72.949,2018-02-04
0,0,0.0,0.0,0.0,35.0,1073.2,2,0,7.661,71.022,2012-02-06
0,0,0.0,0.0,0.0,35.0,182.6,3,0,26.34,71.196,2019-02-14
0,0,0.0,0.0,0.0,35.0,540.1,5,0,33.803,77.15,2013-06-02
0,0,0.0,0.0,0.0,35.0,288.4,3,0,24.671,86.25,2013-03-22
0,1,0.0,4.7,3349.65,39.7,48.3,5,0,25.349,92.951,2016-03-10
0,0,0.0,0.0,0.0,35.0,321.7,2,0,16.105,92.13,2017-11-27
0,0,0.0,0.0,0.0,35.0,129.5,3,0,22.359,79.752,2013-01-25
0,0,0.0,0.0,0.0,35.0,209.1,2,0,20.754,91.009,2016-05-16
0,0,0.0,0.0,0.0,35.0,77.3,3,0,19.838,83.725,2020-01-08
0,0,0.0,0.0,0.0,35.0,97.5,3,0,23.876,77.449,2012-09-17
0,0,0.0,0.0,0.0,35.0,115.1,5,0,26.326,93.194,2013-03-01
0,1,0.0,4.6,2818.38,8.8,109.5,5,0,11.151,93.71,2016-12-07
0,0,0.0,0.0,0.0,35.0,727.1,2,0,29.732,65.415,2014-09-28
0,0,0.0,0.0,0.0,35.0,297.5,5,0,22.004,90.626,2016-11-23
0,0,0.0,0.0,0.0,35.0,105.8,5,0,24.446,71.389,2018-06-17
0,0,0.0,0.0,0.0,35.0,162.9,3,0,21.7,71.454,2014-03-10
0,0,0.0,0.0,0.0,35.0,865.5,2,0,36.696,76.452,2015-12-29
0,0,0.0,0.0,0.0,35.0,402.6,2,0,16.494,90.839,2017-07-19
0,0,0.0,0.0,0.0,35.0,181.1,3,0,26.953,76.576,2013-02-09
0,0,0.0,0.0,0.0,35.0,204.7,3,0,25.133,88.13,2023-01-02
0,0,0.0,0.0,0.0,35.0,220.7,3,0,23.483,86.9,2021-01-02
0,0,0.0,0.0,0.0,35.0,914.8,2,0,35.173,95.9,2024-05-13
0,0,0.0,0.0,0.0,35.0,178.6,3,0,22.047,70.757,2017-12-23
0,0,0.0,0.0,0.0,35.0,456.9,3,0,16.582,78.484,2023-04-27
0,0,0.0,0.0,0.0,35.0,152.2,3,0,16.001,75.359,2016-12-20
0,0,0.0,0.0,0.0,35.0,108.3,3,0,23.249,74.825,2020-06-29
0,0,0.0,0.0,0.0,35.0,1318.9,2,0,5.656,78.349,2022-05-14
0,0,0.0,0.0,0.0,35.0,206.2,3,0,26.386,84.337,2012-04-06
0,0,0.0,0.0,0.0,35.0,241.0,3,0,21.392,80.044,2023-02-23
0,0,0.0,0.0,0.0,35.0,175.6,2,0,11.252,91.52,2020-11-09
0,0,0.0,0.0,0.0,35.0,51.4,5,0,25.838,90.519,2013-06-15
0,4,0.0,4.6,6409.31,10.0,212.0,3,0,26.168,84.471,2015-06-09
1,5,4.8,5.2,20415.07,39.7,510.3,5,0,33.231,75.924,2013-08-25
0,0,0.0,0.0,0.0,35.0,187.0,3,0,26.828,75.359,2021-07-18
0,0,0.0,0.0,0.0,35.0,1151.1,2,0,6.485,73.306,2024-03-20
0,0,0.0,0.0,0.0,35.0,96.4,4,0,18.248,73.611,2012-05-25
1,1,5.7,5.7,18836.49,32.0,183.2,5,0,24.354,91.07,2017-01-06
0,0,0.0,0.0,0.0,35.0,347.8,2,0,24.721,65.221,2019-08-03
0,0,0.0,0.0,0.0,35.0,564.0,2,0,34.553,80.522,2024-09-13
0,0,0.0,0.0,0.0,35.0,770.7,2,0,36.425,80.339,2024-10-08
0,0,0.0,0.0,0.0,35.0,751.9,2,0,7.807,85.176,2021-08-01
0,0,0.0,0.0,0.0,35.0,254.1,2,0,10.186,94.813,2017-06-22
1,1,4.9,4.9,4731.51,10.0,141.7,4,0,30.229,78.389,2015-04-04
0,0,0.0,0.0,0.0,35.0,269.4,5,0,23.583,90.811,2022-06-12
0,0,0.0,0.0,0.0,35.0,707.6,2,0,33.478,88.627,2014-11-29
0,0,0.0,0.0,0.0,35.0,288.4,3,0,18.203,82.224,2021-10-05
0,0,0.0,0.0,0.0,35.0,603.5,3,0,10.384,86.999,2015-12-02
0,0,0.0,0.0,0.0,35.0,185.6,2,0,25.143,69.589,2023-01-18
0,0,0.0,0.0,0.0,35.0,172.2,4,0,26.965,84.228,2021-10-24
0,0,0.0,0.0,0.0,35.0,65.4,5,0,26.013,90.346,2020-05-31
0,0,0.0,0.0,0.0,35.0,249.3,3,0,20.826,71.354,2019-02-07
0,0,0.0,0.0,0.0,35.0,189.8,2,0,19.84,98.076,2015-11-03
0,0,0.0,0.0,0.0,35.0,891.4,3,0,8.014,83.904,2013-01-30
0,0,0.0,0.0,0.0,35.0,330.1,5,0,29.013,91.286,2017-05-21
0,0,0.0,0.0,0.0,35.0,147.4,3,0,19.233,83.915,2016-12-05
0,0,0.0,0.0,0.0,35.0,178.6,2,0,12.435,91.618,2022-11-03
0,0,0.0,0.0,0.0,35.0,291.8,2,0,30.719,74.388,2019-01-22
0,0,0.0,0.0,0.0,35.0,212.6,2,0,26.035,98.845,2015-03-08
0,0,0.0,0.0,0.0,35.0,356.4,3,0,17.907,81.505,2016-01-26
0,0,0.0,0.0,0.0,35.0,80.0,3,0,24.681,83.246,2017-03-19
0,0,0.0,0.0,0.0,35.0,234.5,5,0,23.237,91.355,2018-05-03
0,0,0.0,0.0,0.0,35.0,44.6,5,0,25.619,92.925,2023-11-09
0,0,0.0,0.0,0.0,35.0,409.9,2,0,7.113,98.114,2020-02-27
0,1,0.0,4.2,1412.54,31.9,116.4,4,0,27.737,88.837,2014-12-03
0,0,0.0,0.0,0.0,35.0,330.2,2,0,28.513,69.338,2016-09-29
0,0,0.0,0.0,0.0,35.0,471.8,3,0,13.864,89.289,2015-06-07
1,1,4.2,4.2,1412.54,47.1,132.4,5,0,23.522,92.756,2020-02-21
0,1,0.0,4.3,1678.8,10.0,270.4,2,0,9.07,94.778,2017-07-20
0,0,0.0,0.0,0.0,35.0,155.8,2,0,30.166,77.107,2015-01-06
0,0,0.0,0.0,0.0,35.0,120.5,2,0,18.374,95.135,2021-03-20
0,0,0.0,0.0,0.0,35.0,112.7,2,0,30.012,77.937,2013-05-16
0,0,0.0,0.0,0.0,35.0,55.1,2,0,29.079,78.94,2021-12-14
2,3,4.6,4.6,6002.15,62.0,94.5,5,0,23.092,92.838,2024-02-19
0,0,0.0,0.0,0.0,35.0,510.2,3,0,16.284,81.592,2015-09-19
0,0,0.0,0.0,0.0,35.0,417.6,2,0,7.869,88.21,2013-09-29
0,1,0.0,4.2,1412.54,30.2,274.1,2,0,13.461,91.164,2015-08-27
2,2,4.6,4.6,4230.92,69.1,856.5,2,0,35.585,72.418,2012-09-26
0,0,0.0,0.0,0.0,35.0,134.0,4,0,28.361,80.665,2018-04-10
0,1,0.0,4.4,1995.26,31.1,180.3,2,0,11.568,91.603,2013-11-26
0,0,0.0,0.0,0.0,35.0,811.3,2,0,11.497,69.03,2023-01-02
0,0,0.0,0.0,0.0,35.0,75.1,4,0,28.968,81.229,2020-05-08
0,0,0.0,0.0,0.0,35.0,170.1,2,0,18.366,97.97,2020-11-26
0,0,0.0,0.0,0.0,35.0,221.5,3,0,19.508,81.662,2017-04-30
0,0,0.0,0.0,0.0,35.0,919.5,2,0,34.756,67.86,2023-07-28
0,0,0.0,0.0,0.0,35.0,722.9,2,0,16.586,67.055,2018-07-09
0,0,0.0,0.0,0.0,35.0,189.7,2,0,30.063,75.217,2012-11-23
0,0,0.0,0.0,0.0,35.0,178.6,2,0,9.066,90.785,2018-12-14
0,0,0.0,0.0,0.0,35.0,662.9,3,0,11.034,72.64,2021-06-07
0,2,0.0,4.5,4366.64,61.7,9.9,5,0,25.089,94.008,2022-04-05
0,0,0.0,0.0,0.0,35.0,36.2,3,0,23.676,83.539,2014-09-20
0,2,0.0,4.8,5976.33,60.2,84.0,5,0,24.023,94.143,2015-03-02
0,0,0.0,0.0,0.0,35.0,182.7,5,0,28.643,96.989,2024-07-11
0,0,0.0,0.0,0.0,35.0,565.6,3,0,13.53,70.144,2023-08-18
0,1,0.0,5.0,5623.41,10.0,188.4,5,0,25.359,97.469,2024-01-21
0,0,0.0,0.0,0.0,35.0,769.8,2,0,35.373,85.2,2014-04-14
0,0,0.0,0.0,0.0,35.0,787.8,2,0,34.038,89.181,2024-11-20
0,0,0.0,0.0,0.0,35.0,452.0,3,0,13.437,71.834,2019-09-07
1,2,4.2,4.2,2825.08,22.5,725.4,2,0,33.396,89.486,2018-05-27
0,0,0.0,0.0,0.0,35.0,110.7,3,0,16.669,73.019,2017-08-04
0,0,0.0,0.0,0.0,35.0,615.0,5,0,33.797,74.139,2017-06-27
0,0,0.0,0.0,0.0,35.0,396.9,3,0,16.338,77.893,2023-12-13
0,0,0.0,0.0,0.0,35.0,12.1,2,0,29.495,79.875,2020-05-18
0,0,0.0,0.0,0.0,35.0,104.4,4,0,29.908,78.274,2024-09-22
0,0,0.0,0.0,0.0,35.0,110.8,2,0,20.98,92.066,2021-02-01
0,0,0.0,0.0,0.0,35.0,832.4,2,0,33.637,92.115,2018-02-06
0,0,0.0,0.0,0.0,35.0,911.8,2,0,35.168,96.15,2019-08-11
0,0,0.0,0.0,0.0,35.0,103.4,3,0,16.536,73.158,2020-05-25
0,0,0.0,0.0,0.0,35.0,927.9,2,0,36.716,74.209,2020-10-03
0,0,0.0,0.0,0.0,35.0,65.6,3,0,24.029,82.095,2013-07-05
0,0,0.0,0.0,0.0,35.0,278.9,5,0,23.506,90.708,2018-06-28
0,0,0.0,0.0,0.0,35.0,78.4,5,0,23.291,69.032,2019-07-14
0,0,0.0,0.0,0.0,35.0,890.6,2,0,34.979,96.18,2018-12-15
0,0,0.0,0.0,0.0,35.0,413.9,2,0,31.073,71.302,2021-01-13
0,0,0.0,0.0,0.0,35.0,245.2,2,0,15.339,96.958,2020-08-20
0,0,0.0,0.0,0.0,35.0,87.7,3,0,24.787,83.451,2017-06-16
0,0,0.0,0.0,0.0,35.0,180.9,4,0,26.923,83.547,2020-05-03
0,0,0.0,0.0,0.0,35.0,54.5,5,0,23.832,69.035,2016-02-27
0,0,0.0,0.0,0.0,35.0,209.3,3,0,25.644,82.491,2018-01-09
0,0,0.0,0.0,0.0,35.0,135.6,4,0,23.673,73.426,2015-08-13
0,0,0.0,0.0,0.0,35.0,301.6,4,0,31.13,75.234,2019-03-10
1,1,4.2,4.2,1412.54,26.2,75.7,5,0,11.832,92.526,2022-03-29
0,0,0.0,0.0,0.0,35.0,218.5,2,0,12.04,91.191,2017-02-25
0,0,0.0,0.0,0.0,35.0,275.3,3,0,19.115,71.92,2014-10-27
0,0,0.0,0.0,0.0,35.0,201.5,3,0,25.288,71.179,2015-04-09
0,0,0.0,0.0,0.0,35.0,246.0,2,0,7.541,89.816,2022-02-06
0,0,0.0,0.0,0.0,35.0,212.2,2,0,21.623,69.626,2020-03-21
0,0,0.0,0.0,0.0,35.0,80.0,5,0,26.054,90.13,2016-01-14
0,0,0.0,0.0,0.0,35.0,154.6,2,0,25.19,68.539,2023-04-04
0,0,0.0,0.0,0.0,35.0,60.0,4,0,22.276,72.359,2012-08-26
0,0,0.0,0.0,0.0,35.0,296.3,3,0,18.15,76.609,2015-05-25
0,0,0.0,0.0,0.0,35.0,127.8,5,0,6.851,92.028,2021-09-23
0,0,0.0,0.0,0.0,35.0,73.1,5,0,26.127,92.28,2012-02-28
0,0,0.0,0.0,0.0,35.0,449.8,2,0,31.037,96.703,2013-06-30
0,0,0.0,0.0,0.0,35.0,100.5,5,0,22.802,92.577,2013-02-08
2,4,4.7,4.7,8812.37,72.6,28.2,5,0,24.935,93.73,2014-12-15
0,1,0.0,4.6,2818.38,64.3,89.6,5,0,27.279,96.15,2016-06-15
0,0,0.0,0.0,0.0,35.0,157.8,2,0,30.417,77.907,2024-12-13
0,0,0.0,0.0,0.0,35.0,405.6,2,0,8.949,96.228,2021-01-04
0,0,0.0,0.0,0.0,35.0,152.8,2,0,25.081,67.953,2015-10-10
0,0,0.0,0.0,0.0,35.0,661.6,3,0,11.351,71.736,2019-11-04
1,1,4.5,4.5,2371.37,45.1,48.0,5,0,25.072,92.563,2012-09-07
0,0,0.0,0.0,0.0,35.0,325.2,3,0,10.968,89.693,2022-12-15
0,0,0.0,0.0,0.0,35.0,544.4,3,0,16.007,89.451,2019-12-26
0,0,0.0,0.0,0.0,35.0,597.0,2,0,32.514,88.218,2017-05-07
0,1,0.0,4.2,1412.54,65.7,62.8,5,0,25.56,94.083,2022-01-05
0,0,0.0,0.0,0.0,35.0,202.7,3,0,21.76,80.089,2015-12-29
1,1,4.5,4.5,2371.37,63.0,51.5,5,0,24.911,93.265,2017-01-24
0,0,0.0,0.0,0.0,35.0,534.5,3,0,12.216,72.706,2021-08-28
0,0,0.0,0.0,0.0,35.0,17.5,5,0,25.388,92.378,2014-02-20
0,0,0.0,0.0,0.0,35.0,148.5,3,0,22.639,80.61,2023-07-22
0,0,0.0,0.0,0.0,35.0,96.3,3,0,22.991,81.838,2023-06-05
0,1,0.0,4.3,1678.8,32.0,448.5,2,0,31.552,71.797,2012-12-13
0,0,0.0,0.0,0.0,35.0,167.1,3,0,21.999,70.086,2020-01-11
0,0,0.0,0.0,0.0,35.0,950.2,2,0,35.469,98.336,2017-01-25
0,0,0.0,0.0,0.0,35.0,138.0,3,0,22.865,84.048,2016-03-09
0,1,0.0,4.3,1678.8,10.0,723.6,2,0,35.837,81.762,2021-11-01
0,0,0.0,0.0,0.0,35.0,120.6,4,0,29.385,83.161,2017-11-16
0,0,0.0,0.0,0.0,35.0,249.4,3,0,20.311,76.027,2017-12-22
0,0,0.0,0.0,0.0,35.0,531.5,2,0,33.919,77.857,2015-07-06
0,0,0.0,0.0,0.0,35.0,330.7,2,0,29.679,95.533,2014-06-19
0,0,0.0,0.0,0.0,35.0,434.8,2,0,14.345,98.903,2019-11-06
0,3,0.0,5.1,10733.62,27.0,67.8,5,0,26.451,90.179,2015-07-18
1,1,3.9,3.9,841.4,14.9,85.5,3,0,26.28,88.301,2016-03-19
0,0,0.0,0.0,0.0,35.0,167.7,5,0,23.12,92.008,2019-08-28
0,0,0.0,0.0,0.0,35.0,205.2,3,0,20.197,81.558,2022-10-28
0,7,0.0,5.8,44467.39,31.0,80.3,5,0,12.829,94.073,2014-08-28
0,0,0.0,0.0,0.0,35.0,569.1,3,0,13.69,88.245,2023-02-11
0,0,0.0,0.0,0.0,35.0,211.9,3,0,25.445,80.442,2019-02-26
0,0,0.0,0.0,0.0,35.0,107.1,3,0,24.299,72.089,2024-09-06
0,0,0.0,0.0,0.0,35.0,292.1,4,0,31.554,77.287,2020-09-22
0,0,0.0,0.0,0.0,35.0,142.8,3,0,15.729,74.938,2021-01-15
0,0,0.0,0.0,0.0,35.0,199.4,3,0,27.38,81.127,2020-09-29
0,0,0.0,0.0,0.0,35.0,805.8,3,0,12.107,79.905,2020-03-11
0,0,0.0,0.0,0.0,35.0,182.8,3,0,20.791,74.697,2013-08-05
0,2,0.0,4.6,4006.89,10.0,221.2,2,0,11.409,91.071,2013-10-27
0,0,0.0,0.0,0.0,35.0,612.6,5,0,34.386,76.636,2021-09-09
0,0,0.0,0.0,0.0,35.0,224.8,3,0,24.233,74.365,2020-07-07
0,0,0.0,0.0,0.0,35.0,589.1,3,0,11.769,75.915,2024-05-10
0,0,0.0,0.0,0.0,35.0,140.5,3,0,27.439,77.109,2012-02-05
0,0,0.0,0.0,0.0,35.0,1303.2,2,0,5.581,70.737,2015-08-20
0,0,0.0,0.0,0.0,35.0,137.9,5,0,7.276,94.474,2023-03-19
0,0,0.0,0.0,0.0,35.0,587.9,3,0,13.647,78.599,2013-09-23
0,0,0.0,0.0,0.0,35.0,304.5,5,0,23.29,90.565,2021-09-23
0,0,0.0,0.0,0.0,35.0,140.2,3,0,24.85,80.734,2024-10-16
0,0,0.0,0.0,0.0,35.0,290.1,3,0,17.991,84.257,2023-10-27
0,0,0.0,0.0,0.0,35.0,139.5,3,0,25.66,88.462,2022-12-08
0,0,0.0,0.0,0.0,35.0,29.9,4,0,29.108,78.282,2015-01-16
0,0,0.0,0.0,0.0,35.0,239.7,2,0,12.7,91.113,2019-09-10
0,0,0.0,0.0,0.0,35.0,765.5,2,0,35.843,83.182,2022-09-28
0,0,0.0,0.0,0.0,35.0,140.3,3,0,18.451,73.066,2016-09-30
0,2,0.0,4.7,5028.46,62.9,102.6,5,0,26.918,95.604,2019-01-04
0,0,0.0,0.0,0.0,35.0,269.2,3,0,21.367,81.08,2019-06-17
0,0,0.0,0.0,0.0,35.0,259.1,2,0,31.815,79.688,2019-08-06
0,0,0.0,0.0,0.0,35.0,180.4,5,0,24.579,90.134,2013-08-21
0,0,0.0,0.0,0.0,35.0,204.5,4,0,31.098,78.945,2020-07-25
0,0,0.0,0.0,0.0,35.0,410.8,3,0,13.2,75.061,2024-09-02
0,1,0.0,4.0,1000.0,45.8,159.3,5,0,23.737,95.162,2021-11-05
0,0,0.0,0.0,0.0,35.0,91.0,5,0,24.79,94.872,2019-01-10
0,1,0.0,4.0,1000.0,10.0,84.4,5,0,7.849,92.751,2020-09-25
0,0,0.0,0.0,0.0,35.0,232.8,2,0,18.652,98.681,2017-11-05
0,0,0.0,0.0,0.0,35.0,1296.4,2,0,6.057,78.828,2020-01-01
0,1,0.0,4.3,1678.8,10.0,666.5,2,0,33.881,72.651,2020-09-29
0,0,0.0,0.0,0.0,35.0,205.8,3,0,23.081,85.96,2022-07-02
0,1,0.0,4.5,2371.37,10.0,186.3,5,0,27.531,91.762,2020-02-12
0,0,0.0,0.0,0.0,35.0,304.9,3,0,14.521,75.784,2013-03-12
0,0,0.0,0.0,0.0,35.0,272.5,3,0,23.994,89.447,2016-02-08
0,0,0.0,0.0,0.0,35.0,173.4,5,0,24.646,90.144,2021-05-11
0,0,0.0,0.0,0.0,35.0,163.7,3,0,18.65,72.982,2013-11-03
1,1,4.5,4.5,2371.37,10.0,163.6,5,0,24.651,96.15,2024-08-20
0,0,0.0,0.0,0.0,35.0,203.3,2,0,29.43,85.799,2019-11-27
0,0,0.0,0.0,0.0,35.0,464.0,3,0,18.246,79.777,2018-10-12
0,0,0.0,0.0,0.0,35.0,323.7,5,0,29.119,94.738,2018-08-21
0,0,0.0,0.0,0.0,35.0,223.5,3,0,14.837,73.752,2013-09-20
0,0,0.0,0.0,0.0,35.0,577.2,2,0,14.771,69.125,2024-11-08
0,0,0.0,0.0,0.0,35.0,242.3,5,0,23.851,90.601,2017-07-10
0,3,0.0,4.4,5403.06,27.4,777.1,5,0,35.232,73.788,2022-03-13
0,0,0.0,0.0,0.0,35.0,113.9,3,0,24.024,77.508,2018-01-01
0,0,0.0,0.0,0.0,35.0,210.3,3,0,18.704,84.13,2024-09-03
0,0,0.0,0.0,0.0,35.0,460.9,2,0,32.191,73.813,2021-07-04
0,0,0.0,0.0,0.0,35.0,864.7,3,0,12.908,81.741,2024-01-16
0,0,0.0,0.0,0.0,35.0,532.1,2,0,33.235,84.81,2018-02-17
0,0,0.0,0.0,0.0,35.0,144.8,5,0,26.414,93.532,2024-11-21
0,0,0.0,0.0,0.0,35.0,99.7,4,0,30.265,79.461,2022-10-27
0,0,0.0,0.0,0.0,35.0,243.2,3,0,20.326,75.246,2023-09-19
0,1,0.0,4.6,2818.38,10.0,109.7,5,0,25.021,95.637,2020-05-24
0,0,0.0,0.0,0.0,35.0,61.7,2,0,29.042,78.637,2014-11-26
0,0,0.0,0.0,0.0,35.0,52.6,4,0,28.172,78.113,2021-10-16
0,0,0.0,0.0,0.0,35.0,703.2,2,0,17.208,67.179,2017-02-04
0,0,0.0,0.0,0.0,35.0,499.7,2,0,31.335,69.809,2020-01-24
0,0,0.0,0.0,0.0,35.0,460.0,3,0,16.459,84.435,2022-06-08
1,1,4.5,4.5,2371.37,10.0,74.2,5,0,13.457,93.115,2020-11-13
0,0,0.0,0.0,0.0,35.0,144.0,3,0,21.85,76.71,2022-08-28
0,0,0.0,0.0,0.0,35.0,82.0,3,0,22.772,79.628,2013-11-08
0,0,0.0,0.0,0.0,35.0,178.2,5,0,24.503,97.109,2017-12-09
0,0,0.0,0.0,0.0,35.0,91.2,5,0,22.682,71.431,2019-06-04
0,0,0.0,0.0,0.0,35.0,486.0,2,0,32.339,73.391,2024-03-29
0,0,0.0,0.0,0.0,35.0,1166.8,2,0,6.538,71.96,2016-03-14
0,1,0.0,4.1,1188.5,30.6,76.6,5,0,8.13,92.683,2015-02-16
0,0,0.0,0.0,0.0,35.0,502.0,4,0,32.78,74.33,2016-03-11
0,0,0.0,0.0,0.0,35.0,494.2,4,0,32.624,74.075,2017-04-15
0,0,0.0,0.0,0.0,35.0,94.8,3,0,27.855,79.133,2020-12-21
0,0,0.0,0.0,0.0,35.0,310.1,2,0,22.289,65.953,2024-06-20
0,0,0.0,0.0,0.0,35.0,950.9,2,0,36.634,87.138,2015-03-30
0,0,0.0,0.0,0.0,35.0,348.5,2,0,13.979,90.611,2013-03-17
0,0,0.0,0.0,0.0,35.0,40.7,4,0,29.315,77.787,2023-01-05
0,0,0.0,0.0,0.0,35.0,29.2,5,0,22.758,93.554,2012-12-04
0,0,0.0,0.0,0.0,35.0,255.7,3,0,25.774,79.121,2024-02-13
0,0,0.0,0.0,0.0,35.0,524.2,2,0,31.711,97.206,2015-10-01
0,0,0.0,0.0,0.0,35.0,63.7,5,0,22.938,70.121,2020-11-06
1,1,4.4,4.4,1995.26,29.3,195.7,5,0,8.006,94.419,2015-08-30
1,2,4.3,4.5,4050.18,32.6,100.6,5,0,25.081,91.613,2017-04-30
0,0,0.0,0.0,0.0,35.0,11.1,2,0,28.538,78.605,2014-07-03
0,0,0.0,0.0,0.0,35.0,14.9,4,0,28.919,77.878,2017-10-09
0,0,0.0,0.0,0.0,35.0,39.5,2,0,5.271,94.269,2021-09-05
0,1,0.0,4.8,3981.07,10.0,242.1,2,0,16.686,92.737,2021-11-24
0,0,0.0,0.0,0.0,35.0,1111.4,3,0,9.544,81.265,2019-11-16
2,2,4.3,4.3,3091.34,16.9,220.9,2,0,15.086,95.554,2013-05-10
0,0,0.0,0.0,0.0,35.0,236.5,3,0,21.481,80.224,2015-12-19
0,0,0.0,0.0,0.0,35.0,9.1,4,0,28.511,83.908,2017-11-17
0,0,0.0,0.0,0.0,35.0,1130.0,2,0,10.46,65.987,2018-02-27
0,0,0.0,0.0,0.0,35.0,926.3,2,0,35.424,69.482,2014-12-07
0,0,0.0,0.0,0.0,35.0,103.4,2,0,19.67,97.183,2012-06-14
0,0,0.0,0.0,0.0,35.0,364.7,3,0,13.652,75.154,2015-01-20
0,1,0.0,5.1,6683.44,24.7,89.2,2,0,21.734,93.757,2021-05-12
0,0,0.0,0.0,0.0,35.0,134.6,2,0,13.286,95.025,2022-06-17
0,0,0.0,0.0,0.0,35.0,1026.6,2,0,35.67,93.278,2022-10-07
0,0,0.0,0.0,0.0,35.0,154.7,3,0,27.111,75.918,2017-12-04
0,0,0.0,0.0,0.0,35.0,116.7,3,0,24.147,80.403,2016-03-09
0,0,0.0,0.0,0.0,35.0,1181.0,2,0,6.601,77.232,2024-03-25
0,0,0.0,0.0,0.0,35.0,205.7,4,0,26.682,83.616,2022-08-10
0,0,0.0,0.0,0.0,35.0,131.7,2,0,15.863,94.655,2013-07-10
0,0,0.0,0.0,0.0,35.0,126.8,5,0,26.895,94.711,2019-10-13
0,0,0.0,0.0,0.0,35.0,277.7,3,0,18.135,84.35,2023-06-17
0,0,0.0,0.0,0.0,35.0,792.1,3,0,9.718,73.412,2017-09-02
0,0,0.0,0.0,0.0,35.0,225.3,2,0,19.444,91.16,2013-10-18
0,0,0.0,0.0,0.0,35.0,1177.7,2,0,8.191,67.874,2013-02-21
0,0,0.0,0.0,0.0,35.0,102.8,2,0,8.864,91.668,2019-11-10
0,0,0.0,0.0,0.0,35.0,109.8,5,0,22.69,92.45,2013-03-16
0,0,0.0,0.0,0.0,35.0,736.6,2,0,33.507,95.559,2022-04-11
0,0,0.0,0.0,0.0,35.0,374.0,2,0,32.615,81.481,2012-11-22
0,0,0.0,0.0,0.0,35.0,716.4,2,0,34.841,85.341,2019-12-28
0,0,0.0,0.0,0.0,35.0,82.2,3,0,23.469,80.778,2016-01-30
0,0,0.0,0.0,0.0,35.0,224.2,5,0,28.527,95.512,2014-07-16
0,0,0.0,0.0,0.0,35.0,35.2,5,0,26.702,97.121,2020-10-12
0,0,0.0,0.0,0.0,35.0,836.2,3,0,12.993,83.957,2016-02-29
0,0,0.0,0.0,0.0,35.0,119.5,5,0,24.929,91.099,2014-08-14
0,0,0.0,0.0,0.0,35.0,87.3,5,0,12.717,93.74,2017-12-06
0,0,0.0,0.0,0.0,35.0,75.6,5,0,25.674,93.9,2016-05-25
0,0,0.0,0.0,0.0,35.0,642.5,2,0,28.681,65.051,2024-03-09
0,0,0.0,0.0,0.0,35.0,596.3,3,0,11.475,74.856,2018-11-10
0,0,0.0,0.0,0.0,35.0,132.3,3,0,24.574,80.509,2023-09-19
0,0,0.0,0.0,0.0,35.0,27.0,3,0,23.32,79.322,2018-02-28
0,0,0.0,0.0,0.0,35.0,127.0,3,0,27.365,78.641,2020-07-20
0,0,0.0,0.0,0.0,35.0,361.1,2,0,26.899,67.427,2019-02-09
0,0,0.0,0.0,0.0,35.0,103.6,3,0,17.293,72.83,2016-02-28
0,0,0.0,0.0,0.0,35.0,151.4,3,0,22.632,80.64,2019-03-09
0,2,0.0,5.0,7035.95,78.4,86.6,5,0,23.74,93.685,2022-09-20
1,1,4.1,4.1,1188.5,14.7,90.7,5,0,26.64,94.935,2015-07-13
0,1,0.0,4.0,1000.0,44.8,171.9,2,0,28.543,87.897,2013-12-17
0,0,0.0,0.0,0.0,35.0,246.7,3,0,21.535,80.616,2024-12-05
0,1,0.0,4.1,1188.5,17.2,786.2,3,0,10.045,85.146,2014-09-16
0,1,0.0,5.4,11220.18,10.0,76.0,4,0,26.82,86.074,2016-12-24
0,0,0.0,0.0,0.0,35.0,145.0,3,0,21.771,77.03,2021-02-08
0,1,0.0,4.2,1412.54,63.1,594.0,5,0,33.853,75.381,2015-07-17
0,0,0.0,0.0,0.0,35.0,695.8,3,0,10.516,86.162,2018-09-27
0,0,0.0,0.0,0.0,35.0,1060.2,2,0,35.527,66.453,2020-07-16
0,0,0.0,0.0,0.0,35.0,46.8,3,0,16.537,73.857,2024-06-12
0,0,0.0,0.0,0.0,35.0,299.3,2,0,30.819,74.428,2024-02-27
0,0,0.0,0.0,0.0,35.0,1168.2,2,0,6.294,74.269,2024-01-27
0,0,0.0,0.0,0.0,35.0,98.6,5,0,12.182,94.088,2013-07-11
0,0,0.0,0.0,0.0,35.0,997.3,2,0,10.533,67.593,2018-09-22
0,2,0.0,4.5,4050.18,19.3,820.5,2,0,34.174,68.83,2020-06-09
0,0,0.0,0.0,0.0,35.0,448.7,2,0,32.831,83.477,2024-02-07
0,0,0.0,0.0,0.0,35.0,207.9,2,0,11.192,91.034,2014-07-18
0,0,0.0,0.0,0.0,35.0,791.1,3,0,13.389,83.266,2020-10-26
